Speaker,Audio_File,Recognized_Speaker,Distance,Result
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00001_14.wav,Aamir_Khan,8.907204627990723,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002.wav,A.R.Rahman,10.693432807922363,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00003_1.wav,John_Abraham,9.181933403015137,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002_11.wav,A.R.Rahman,8.767501831054688,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00006_1.wav,A.R.Rahman,11.917435646057127,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00005_2.wav,John_Abraham,11.524660110473633,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00006_4.wav,A.R.Rahman,11.011375427246094,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00010_3.wav,A.R.Rahman,7.487162113189697,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00008_1.wav,A.R.Rahman,13.536299705505373,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00022.wav,Ranbir_Kapoor,9.613765716552734,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00024.wav,Shahid_Kapoor,10.029142379760742,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00007_3.wav,A.R.Rahman,8.751885414123535,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00023.wav,A.R.Rahman,9.879215240478516,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00010_4.wav,Naseerudhin_Shah,9.911701202392578,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00009_2.wav,A.R.Rahman,9.97439956665039,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002_6.wav,Aamir_Khan,9.618450164794922,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00033.wav,A.R.Rahman,12.570334434509276,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00013.wav,A.R.Rahman,11.614606857299805,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00003_8.wav,Amitabh_Bachchan,9.842940330505373,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00007_5.wav,Naseerudhin_Shah,8.39047622680664,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00003_2.wav,A.R.Rahman,9.751778602600098,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00001_6.wav,A.R.Rahman,10.493892669677734,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00025_1.wav,A.R.Rahman,7.659555912017822,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00003_4.wav,A.R.Rahman,10.298468589782717,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00005_1.wav,A.R.Rahman,8.543756484985352,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00003_6.wav,A.R.Rahman,14.161750793457031,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00017.wav,Aamir_Khan,9.43174171447754,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00021.wav,A.R.Rahman,9.4297456741333,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00005.wav,A.R.Rahman,15.215265274047852,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00005_4.wav,A.R.Rahman,11.099313735961914,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00001_5.wav,A.R.Rahman,12.977639198303224,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00007.wav,A.R.Rahman,11.81151294708252,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00032.wav,A.R.Rahman,9.475648880004885,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00009_1.wav,A.R.Rahman,10.19288444519043,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002_7.wav,A.R.Rahman,9.820302963256836,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00008_2.wav,A.R.Rahman,10.325599670410156,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00011.wav,A.R.Rahman,9.398321151733398,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00008.wav,A.R.Rahman,10.9619722366333,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00001_1.wav,A.R.Rahman,7.4160237312316895,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00009.wav,A.R.Rahman,10.55999755859375,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002_2.wav,Ranbir_Kapoor,8.157485008239746,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00009_4.wav,A.R.Rahman,10.488959312438965,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002_8.wav,A.R.Rahman,11.815447807312012,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00015.wav,A.R.Rahman,8.388626098632812,1
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00001_7.wav,A.R.Rahman,10.460370063781738,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00011_1.wav,Aamir_Khan,9.84357738494873,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00001_4.wav,Shahid_Kapoor,7.184426307678223,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00017.wav,Aamir_Khan,8.57996654510498,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00001_13.wav,Om_Puri,9.426984786987305,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00024_1.wav,Akshay_Kumar,9.026765823364258,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00006_7.wav,Om_Puri,10.234659194946287,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00043.wav,Shahid_Kapoor,8.672746658325195,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00025_1.wav,Om_Puri,9.275405883789062,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00003_5.wav,Aamir_Khan,7.840085983276367,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00007_2.wav,Aamir_Khan,8.365119934082031,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00001_10.wav,Aamir_Khan,8.382303237915039,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00006_3.wav,Amitabh_Bachchan,8.97037410736084,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00007_1.wav,Shahid_Kapoor,7.940109729766846,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00001_1.wav,Om_Puri,8.5557861328125,0
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00005_2.wav,Aamir_Khan,8.146854400634766,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00021.wav,Aamir_Khan,8.260974884033203,1
Aamir_Khan,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10003\00013.wav,Aamir_Khan,9.17906093597412,1
