Speaker,Audio_File,Recognized_Speaker,Distance,Result
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00001_14.wav,Aamir_Khan2,8.936488151550293,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002.wav,A.R.Rahman2,10.966391563415527,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00003_1.wav,John_Abraham2,9.125640869140625,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00002_11.wav,A.R.Rahman2,8.38080883026123,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00006_1.wav,A.R.Rahman2,12.365938186645508,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00005_2.wav,A.R.Rahman2,11.523676872253418,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00006_4.wav,A.R.Rahman2,11.494386672973633,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00010_3.wav,A.R.Rahman2,7.698319911956787,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00008_1.wav,A.R.Rahman2,13.917901039123535,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00022.wav,Ranbir Kapoor2,9.552976608276367,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00024.wav,Shahid Kapoor2,10.031999588012695,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00007_3.wav,A.R.Rahman2,8.472042083740234,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00023.wav,A.R.Rahman2,9.626736640930176,0
A.R.Rahman,D:\Voice Authetication ESPNET\datasetvox\vox1_indian\content\vox_indian\id10002\00010_4.wav,Naseeruddin Shah2,9.932025909423828,0
